Company name,Ticker,Exchange,Sector,Industry,Date--Current fiscal year,Date--Latest Quarterly EPS,EPS Est Q0,EPS Est Q0-High,EPS Est Q0-Low,EPS Est Q0-Last month,EPS Est Q0-3 Months Ago,EPS Est Q0-Number,EPS Est Q0-Revisions up,EPS Est Q0-Revisions down,EPS Est Q0-Std. dev.,EPS Est Q1,EPS Est Q1-High,EPS Est Q1-Low,EPS Est Q1-Last month,EPS Est Q1-3 Months Ago,EPS Est Q1-Number,EPS Est Q1-Revisions up,EPS Est Q1-Revisions down,EPS Est Q1-Std. dev.,EPS Est Y0,EPS Est Y0-High,EPS Est Y0-Low,EPS Est Y0-Last month,EPS Est Y0-3 Months Ago,EPS Est Y0-Number,EPS Est Y0-Revisions up,EPS Est Y0-Revisions down,EPS Est Y0-Std. dev.,EPS Est Y1,EPS Est Y1-High,EPS Est Y1-Low,EPS Est Y1-Last month,EPS Est Y1-3 Months Ago,EPS Est Y1-Number,EPS Est Y1-Revisions up,EPS Est Y1-Revisions down,EPS Est Y1-Std. dev.,EPS Est Y2,EPS Est Y2-High,EPS Est Y2-Low,EPS Est Y2-Last month,EPS Est Y2-3 Months Ago,EPS Est Y2-Number,EPS Est Y2-Revisions up,EPS Est Y2-Revisions down,EPS Est Y2-Std. dev.,EPS Growth Est,EPS Growth Est-High,EPS Growth Est-Low,EPS Growth Est-Last month,EPS Growth Est-Number,EPS Growth Est-Revisions up,EPS Growth Est-Revisions down,EPS Growth Est-Std. dev.,Quarterly Surprise-Date,Quarterly Surprise-EPS,Quarterly Surprise-Difference,Quarterly Surprise-Est,Quarterly Surprise-Percent,Quarterly Surprise-Std. dev.,Quarterly Surprise-SUE Q1,Qtrly Surprise-Prior Qtr-Date,Qtrly Surprise-Prior Qtr-EPS,Qtrly Surprise-Prior Qtr-Difference,Qtrly Surprise-Prior Qtr-Est,Qtrly Surprise-Prior Qtr-Percent,Qtrly Surprise-Prior Qtr-Std. dev.,Qtrly Surprise-Prior Qtr-SUE,,
Viveve Medical Inc,VIVE,Nasdaq,Healthcare,Advanced Medical Equipment & Technology,12/31/2020,9/30/2020,-2.65,###############################################################################################################################################################################################################################################################,-2.8,-2.5,-2.5,2,0,0,0.212,-1.31,-0.52,-2.1,###############################################################################################################################################################################################################################################################,-2.1,2,0,0,1.117,-17.3,-15.6,-19,-19,-19,2,0,0,2.404,-4.19,-2.08,-6.3,-6.3,-6.3,2,0,0,2.984,-2.985,-2.07,-3.9,-3.9,-3.9,2,0,0,1.294,NA,NA,NA,NA,NA,NA,NA,NA,11/12/2020,-2.6,2.7,-5.3,50.9,NA,0,8/13/2020,###############################################################################################################################################################################################################################################################,0.2,-5.9,3.4,NA,0,,
Vivic Corp,VIVC,Over the counter,Consumer Cyclicals,Leisure & Recreation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vivint Smart Home Inc,VVNT,New York,Technology,Communications & Networking,12/31/2020,9/30/2020,-0.448,###############################################################################################################################################################################################################################################################,-0.58,-0.503,-0.5,5,0,1,0.101,-0.38,-0.25,-0.5,###############################################################################################################################################################################################################################################################,-0.402,5,0,0,0.092,-2.437,-2.32,-2.63,-2.48,-2.442,3,0,0,0.169,-1.716,-1.01,-2.01,-1.839,-1.883,5,0,1,0.436,-1.22,-0.61,-1.88,-1.475,-1.568,4,0,1,0.556,-18.73,-18.73,-18.73,-19.27,1,1,0,NA,11/4/2020,-0.58,-0.099,-0.481,-20.6,0.114,-0.9,8/6/2020,###############################################################################################################################################################################################################################################################,0.072,-0.562,12.8,0.125,0.6,,
VivoPower International PLC,VVPR,Nasdaq,Utilities,Utilities - Electric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vivos Inc,RDGL,Over the counter,Healthcare,Pharmaceuticals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vivos Therapeutics Inc,VVOS,Nasdaq,Healthcare,"Medical Equipment, Supplies & Distribution",12/31/2020,9/30/2020,-0.165,-0.12,-0.21,NA,NA,2,0,0,0.064,-0.15,-0.12,-0.18,NA,NA,2,0,0,0.042,-0.6,-0.47,-0.73,NA,NA,2,0,0,0.184,-0.625,-0.55,-0.7,NA,NA,2,0,0,0.106,-0.51,-0.45,-0.57,NA,NA,2,0,0,0.085,NA,NA,NA,NA,NA,NA,NA,NA,12/14/2020,NA,0,NA,NA,NA,0,12/14/2020,NA,0,NA,NA,NA,0,,
"VMware, Inc.",VMW,New York,Technology,IT Services & Consulting,1/31/2021,10/31/2020,2.053,1/2/1900,2.03,2.054,1.875,26,0,1,0.02,1.48,1.76,1.32,1/1/1900,1.6,24,1,0,0.096,7.049,7.1,7.02,7.049,6.633,27,0,0,0.022,6.959,8.01,6.6,6.964,7.298,27,0,1,0.313,7.962,9.13,7.42,7.973,8.36,17,1,1,0.441,8.8,8.8,8.8,8.8,1,0,0,NA,11/24/2020,1.66,0.225,1.435,15.7,0.028,8,8/27/2020,1/1/1900,0.359,1.451,24.7,0.019,18.9,,
VNUE Inc,VNUE,Over the counter,Basic Materials,Metals & Mining - Diversified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
VOC Energy Trust,VOC,New York,Energy,Oil & Gas - Integrated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vocera Communications Inc,VCRA,New York,Technology,Communications & Networking,12/31/2020,9/30/2020,0.205,1/0/1900,0.1,0.212,0.212,11,0,0,0.062,-0.01,0.059,-0.08,###############################################################################################################################################################################################################################################################,-0.011,9,0,0,0.038,0.481,0.61,0.37,0.488,0.488,11,0,0,0.064,0.586,0.74,0.49,0.6,0.6,11,0,0,0.08,0.758,0.96,0.58,0.788,0.788,6,0,0,0.123,NA,NA,NA,NA,NA,NA,NA,NA,10/29/2020,0.31,0.175,0.135,129.6,0.031,5.6,7/27/2020,1/0/1900,0.163,-0.063,258.7,0.102,1.6,,
Vodafone Group Plc (ADR),VOD,Nasdaq,Technology,Telecommunications Services - Wireless,3/31/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576,1.23,0.06,0.526,0.672,4,2,0,0.595,0.657,1.46,0.096,0.59,0.389,4,1,0,0.667,0.134,0.134,0.134,0.134,0.134,1,0,0,NA,25.5,25.5,25.5,25.5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Voip-Pal.Com Inc,VPLM,Over the counter,Technology,Telecommunications Services - Integrated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
VolitionRX Ltd,VNRX,American,Healthcare,"Medical Equipment, Supplies & Distribution",12/31/2020,9/30/2020,-0.1,###############################################################################################################################################################################################################################################################,-0.1,-0.103,-0.107,3,1,0,0,-0.1,-0.09,-0.11,###############################################################################################################################################################################################################################################################,-0.105,2,1,0,0.014,-0.443,-0.44,-0.45,-0.45,-0.463,3,1,0,0.006,-0.42,-0.36,-0.46,-0.433,-0.433,3,1,0,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/12/2020,-0.09,0.023,-0.113,20.4,0.005,4.6,8/13/2020,###############################################################################################################################################################################################################################################################,-0.002,-0.118,-1.7,0.025,-0.1,,
"Volt Information Sciences, Inc",VOLT,American,Industrials,Employment Services,10/31/2021,10/31/2020,-0.19,###############################################################################################################################################################################################################################################################,-0.19,-0.19,-0.19,1,0,0,NA,0.02,0.02,0.02,1/0/1900,0.02,1,0,0,NA,0.14,0.14,0.14,0.19,0.19,1,0,1,NA,0.29,0.29,0.29,0.29,0.29,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/13/2021,-0.58,-0.59,0.01,NA,NA,0,9/10/2020,###############################################################################################################################################################################################################################################################,-0.01,-0.21,-4.8,NA,0,,
Vonage Holdings Corp.,VG,Nasdaq,Technology,Telecommunications Services - Wireless,12/31/2020,9/30/2020,0.052,1/0/1900,0.03,0.05,0.05,14,1,0,0.014,0.036,0.07,0.019,1/0/1900,0.036,12,1,2,0.018,0.202,0.23,0.16,0.198,0.198,15,1,0,0.019,0.19,0.27,0.11,0.195,0.195,15,0,2,0.054,0.248,0.34,0.12,0.274,0.274,7,0,1,0.084,NA,NA,NA,NA,NA,NA,NA,NA,11/5/2020,0.07,0.043,0.027,159.3,0.014,3.1,8/6/2020,1/0/1900,0.003,0.037,8.1,0.014,0.2,,
Vontier Corp,VNT,New York,Industrials,Industrial Machinery & Equipment,12/31/2020,9/30/2020,0.854,0.89,0.82,0.83,0.825,7,2,0,0.029,0.528,0.64,0.475,0.518,0.51,6,2,0,0.058,2.486,2.578,2.42,2.47,2.465,9,2,0,0.051,2.436,2.55,2.137,2.433,2.409,9,2,1,0.126,2.535,2.79,2.288,2.551,2.535,8,2,1,0.156,4.083,4.4,3.766,3.219,2,1,0,0.448,10/29/2020,0.8,0.095,0.705,13.5,0.026,3.7,9/21/2020,NA,0,NA,NA,NA,0,,
Vornado Realty Trust,VNO,New York,Real Estate,REITs - Commercial,12/31/2020,9/30/2020,-0.42,1/0/1900,-1.37,-0.125,-0.145,4,0,1,0.648,-0.16,-0.1,-0.25,###############################################################################################################################################################################################################################################################,-0.175,3,0,1,0.079,-1.346,-0.55,-2.1,-0.759,-0.608,4,0,3,0.77,-0.14,0.14,-0.61,-0.012,0.248,4,1,2,0.352,0.225,0.39,0.06,0.225,0.579,2,0,0,0.233,NA,NA,NA,NA,NA,NA,NA,NA,11/2/2020,0.28,-0.32,0.6,-53.3,0.17,-1.9,8/3/2020,###############################################################################################################################################################################################################################################################,-1.43,0.4,-357.5,0.382,-3.7,,
Voxeljet AG (ADR),VJET,Nasdaq,Technology,Office Equipment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
VOXX International Corp,VOXX,Nasdaq,Consumer Cyclicals,"Retailers - Auto Vehicles, Parts & Service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Voya Financial Inc,VOYA,New York,Financials,Investment Management & Fund Operators,12/31/2020,9/30/2020,1.468,1/1/1900,1.34,1.409,1.388,13,7,3,0.104,1.086,1.23,0.965,1/1/1900,1.174,11,3,5,0.103,2.882,3.6,2.67,2.801,2.741,11,6,3,0.301,5.565,5.8,5.348,5.758,5.875,13,2,9,0.159,6.777,7.18,6.35,6.844,6.952,12,3,5,0.247,22.736,22.973,22.5,26.959,2,0,2,0.334,11/4/2020,0.3,-1.077,1.377,-78.2,0.172,-6.3,8/5/2020,1/0/1900,-0.64,0.79,-81,0.28,-2.3,,
Voyager Therapeutics Inc,VYGR,Nasdaq,Healthcare,Biotechnology & Medical Research,12/31/2020,9/30/2020,-0.565,###############################################################################################################################################################################################################################################################,-1.03,-0.628,-0.588,12,3,0,0.277,-0.511,-0.37,-0.89,###############################################################################################################################################################################################################################################################,-0.614,9,2,0,0.177,0.838,1.39,0.37,0.775,0.815,12,3,0,0.295,-2.413,-1.34,-4.353,-2.551,-2.529,12,3,1,0.869,-2.858,-1.67,-4.807,-2.944,-2.947,8,2,1,0.971,NA,NA,NA,NA,NA,NA,NA,NA,11/9/2020,2.27,2.461,-0.191,NA,1.122,2.2,8/10/2020,###############################################################################################################################################################################################################################################################,0.487,-0.717,67.9,0.138,3.5,,
VPR Brands LP,VPRB,Over the counter,Consumer Non-Cyclicals,Tobacco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vroom Inc,VRM,Nasdaq,Technology,Online Services,12/31/2020,9/30/2020,-0.386,-0.37,-0.4,-0.381,-0.383,8,1,1,0.011,-0.384,-0.358,-0.42,-0.384,-0.382,7,0,0,0.023,-2.661,-1.549,-3.21,-2.651,-2.835,8,0,1,0.512,-1.41,-1.1,-1.8,-1.384,-1.348,8,0,1,0.296,-1.198,-0.45,-1.95,-1.166,-1.113,8,1,1,0.594,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2020,-0.31,0.058,-0.368,15.8,0.023,2.5,8/12/2020,###############################################################################################################################################################################################################################################################,-1.3,-0.7,-185.7,0.525,-2.5,,
VSE Corporation,VSEC,Nasdaq,Industrials,Aerospace & Defense,12/31/2021,9/30/2020,0.515,1/0/1900,0.49,0.54,0.54,2,0,1,0.035,0.57,0.59,0.55,1/0/1900,0.62,2,0,1,0.028,2.89,2.96,2.82,2.94,2.94,2,0,1,0.099,3.85,3.85,3.85,3.85,3.85,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/28/2020,0.73,0.135,0.595,22.7,0.035,3.9,7/29/2020,1/0/1900,0.34,0.34,100,0.339,1,,
Vtech Holdings Ltd (ADR),VTKLY,Over the counter,Technology,Communications & Networking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
vTv Therapeutics Inc,VTVT,Nasdaq,Healthcare,Biotechnology & Medical Research,12/31/2020,9/30/2020,-0.055,###############################################################################################################################################################################################################################################################,-0.1,-0.055,-0.055,2,0,0,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,-0.21,-0.41,-0.31,-0.31,2,0,0,0.141,-0.51,-0.22,-0.8,-0.51,-0.51,2,0,0,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/5/2020,-0.03,0.065,-0.095,68.4,0.092,0.7,8/3/2020,###############################################################################################################################################################################################################################################################,0.025,-0.095,26.3,0.035,0.7,,
Vulcan Materials Company,VMC,New York,Basic Materials,Construction Materials,12/31/2020,9/30/2020,0.986,1/1/1900,0.93,0.972,0.966,19,4,0,0.044,0.424,0.49,0.35,1/0/1900,0.429,15,1,1,0.034,4.595,4.72,4.42,4.58,4.575,21,5,0,0.069,4.987,7,3.85,4.983,4.979,25,4,3,0.617,5.517,6.11,4.21,5.514,5.573,15,2,1,0.565,8.167,11.6,5,7.973,3,1,0,3.308,11/5/2020,1.56,-0.057,1.617,-3.5,0.045,-1.3,8/4/2020,1/1/1900,0.216,1.384,15.6,0.083,2.6,,
Vuzix Corp,VUZI,Nasdaq,Technology,Electronic Equipment & Parts,12/31/2020,9/30/2020,-0.11,###############################################################################################################################################################################################################################################################,-0.11,-0.115,-0.12,4,2,0,0,-0.095,-0.06,-0.12,###############################################################################################################################################################################################################################################################,-0.125,4,3,0,0.026,-0.543,-0.53,-0.55,-0.557,-0.56,4,3,1,0.01,-0.343,-0.24,-0.42,-0.42,-0.443,4,4,0,0.075,-0.238,-0.1,-0.37,-0.305,-0.36,4,3,0,0.128,20,20,20,20,1,0,0,NA,11/9/2020,-0.13,-0.005,-0.125,-4,0.006,-0.8,8/10/2020,###############################################################################################################################################################################################################################################################,0.018,-0.148,12.2,0.026,0.7,,
Vycor Medical Inc,VYCO,Over the counter,Healthcare,"Medical Equipment, Supplies & Distribution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vyne Therapeutics Inc,VYNE,Nasdaq,Healthcare,Biotechnology & Medical Research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vynleads Inc,VYND,Over the counter,Technology,Online Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vystar Corp,VYST,Over the counter,Consumer Cyclicals,Tires & Rubber Products,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
W R Grace & Co,GRA,New York,Basic Materials,Chemicals - Specialty,12/31/2020,9/30/2020,0.857,1/0/1900,0.84,0.857,0.857,13,1,1,0.011,0.826,0.97,0.73,1/0/1900,0.824,7,1,0,0.08,2.613,2.634,2.59,2.614,2.614,13,1,1,0.014,3.844,4.19,3.55,3.818,3.818,13,2,0,0.17,4.464,4.66,4.21,4.434,4.434,7,1,1,0.175,NA,NA,NA,NA,NA,NA,NA,NA,10/28/2020,0.56,0.03,0.53,5.7,0.035,0.9,7/30/2020,1/0/1900,0.019,0.471,4,0.051,0.4,,
W W Grainger Inc,GWW,New York,Industrials,Industrial Machinery & Equipment,12/31/2021,12/31/2020,4.359,1/4/1900,4.09,4.453,4.449,17,4,11,0.205,4.613,4.98,4.22,1/4/1900,4.587,17,5,9,0.219,18.485,19.3,17.77,18.414,18.351,21,9,6,0.448,20.983,23.15,18.95,20.602,20.588,21,9,5,1.081,23.694,26.01,22.51,22.25,22.475,8,3,1,1.221,12.105,13.31,10.9,5.795,2,3,0,1.704,2/3/2021,3.66,-0.203,3.863,-5.3,0.133,-1.5,10/22/2020,1/4/1900,0.367,4.153,8.8,0.204,1.8,,
W&E Source Corp,WESC,Over the counter,Consumer Cyclicals,Leisure & Recreation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
"W&T Offshore, Inc.",WTI,New York,Energy,Oil & Gas - Exploration and Production,12/31/2020,9/30/2020,-0.261,###############################################################################################################################################################################################################################################################,-0.48,-0.263,-0.283,3,2,1,0.19,-0.03,0,-0.06,###############################################################################################################################################################################################################################################################,-0.055,2,1,0,0.042,-0.428,-0.256,-0.6,-0.425,-0.458,2,2,1,0.243,-0.058,0.217,-0.39,-0.119,-0.12,3,3,0,0.308,0.03,0.11,-0.05,-0.025,-0.085,2,2,0,0.113,NA,NA,NA,NA,NA,NA,NA,NA,11/4/2020,-0.14,0.117,-0.257,45.5,0.153,0.8,8/5/2020,###############################################################################################################################################################################################################################################################,0.194,-0.214,90.7,0.06,3.2,,
W. R. Berkley Corp,WRB,New York,Financials,Insurance - Property & Casualty,12/31/2021,12/31/2020,0.874,1/0/1900,0.782,0.815,0.815,9,6,1,0.062,0.833,0.97,0.693,1/0/1900,0.773,9,7,0,0.079,3.511,4.15,3.3,3.335,3.314,10,6,0,0.252,3.977,4.85,3.5,3.74,3.741,9,6,0,0.396,4.975,5.75,4.2,NA,NA,2,1,0,1.096,22.13,35.26,9,9.565,2,2,0,18.569,1/26/2021,0.92,0.13,0.79,16.5,0.051,2.5,10/20/2020,1/0/1900,-0.029,0.679,-4.3,0.083,-0.3,,
Wabash National Corporation,WNC,New York,Industrials,Heavy Machinery & Vehicles,12/31/2021,12/31/2020,0.01,1/0/1900,-0.02,0.067,0.06,4,0,2,0.032,0.225,0.26,0.21,1/0/1900,0.203,4,2,0,0.024,0.8,0.85,0.75,0.75,0.75,4,2,0,0.041,1.385,1.5,1.09,1.383,1.383,4,1,1,0.198,1.4,1.4,1.4,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/3/2021,0.1,0.082,0.018,455.6,0.042,2,11/5/2020,1/0/1900,0.158,-0.068,232.4,0.037,4.3,,
Wacoal Holdings Corporation (A,WACLY,Over the counter,Consumer Cyclicals,Apparel & Accessories,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
"Waddell & Reed Financial, Inc.",WDR,New York,Financials,Investment Management & Fund Operators,12/31/2021,12/31/2020,0.44,1/0/1900,0.35,0.378,0.36,6,5,0,0.061,0.467,0.548,0.4,1/0/1900,0.382,6,4,1,0.052,1.767,2.22,1.51,1.549,1.477,8,6,0,0.23,1.667,2.192,1.34,1.464,1.385,8,4,0,0.313,1.59,1.87,1.31,1.87,NA,2,0,0,0.396,-5.1,-5.1,-5.1,-8.4,1,1,1,NA,2/2/2021,0.41,-0.051,0.461,-11.1,0.048,-1.1,10/27/2020,1/0/1900,0.064,0.416,15.4,0.02,3.2,,
Wah Fu Education Group Ltd,WAFU,Nasdaq,Academic & Educational Services,Miscellaneous Educational Service Providers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Waitr Holdings Inc,WTRH,Nasdaq,Technology,Online Services,12/31/2020,9/30/2020,0.04,1/0/1900,0.04,0.04,0.04,2,0,0,0,0.04,0.04,0.04,1/0/1900,0.04,1,0,0,NA,0.165,0.17,0.16,0.165,0.165,2,0,0,0.007,0.185,0.19,0.18,0.185,0.19,2,0,0,0.007,0.2,0.2,0.2,0.2,0.2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/9/2020,0.04,-0.013,0.053,-24.5,0.025,-0.5,7/6/2020,1/0/1900,0.097,0.003,NA,0.012,8.1,,
Wal-mart de Mexico S A B de C,WMMVY,Over the counter,Consumer Cyclicals,Retailers - Discount Stores,12/31/2020,9/30/2020,0.386,1/0/1900,0.386,0.386,0.386,1,0,0,NA,0.303,0.303,0.303,1/0/1900,0.303,1,0,0,NA,0.986,0.991,0.98,1.081,1.081,2,0,1,0.008,1.237,1.265,1.21,1.197,1.197,2,1,0,0.039,1.436,1.436,1.436,1.436,1.436,1,0,0,NA,8.5,8.5,8.5,8.6,1,0,1,NA,10/22/2020,0.238,-0.025,0.263,-9.5,NA,0,7/23/2020,1/0/1900,-0.185,0.226,-81.9,NA,0,,
Walgreens Boots Alliance Inc,WBA,Nasdaq,Consumer Non-Cyclicals,Retailers - Drug,8/31/2021,11/30/2020,1.117,1/1/1900,1,1.22,1.259,16,0,11,0.077,1.213,1.31,1.03,1/1/1900,1.221,16,2,7,0.065,4.858,5,4.76,4.828,4.812,18,6,2,0.061,5.232,5.96,4.99,5.224,5.178,20,6,4,0.203,5.604,6.09,4.85,5.549,5.537,10,5,1,0.328,3.849,6.968,0.73,3.485,2,3,1,4.411,1/7/2021,1.22,0.193,1.027,18.8,0.035,5.5,10/15/2020,1/1/1900,0.06,0.96,6.3,0.027,2.2,,
